"Zone Code","Zone Name","ks0010001","ks0010002","ks0010003","ks0010004","ks0010005","ks0010006"
"24UBJQ","South Ham",7449,3590,3859,7436,13,31
"24UBJR","Tadley North",6274,3138,3136,6244,30,70
"24UBJS","Tadley South",5377,2749,2628,5344,33,65
"24UBJT","Upton Grey and The Candovers",2733,1315,1418,2716,17,111
"24UBJU","Whitchurch",4814,2321,2493,4749,65,71
"24UBJW","Winklebury",7089,3461,3628,6984,105,41
"24UCGJ","Alton Amery",2434,1174,1260,2428,6,37
"24UCGK","Alton Ashdell",2200,1102,1098,2200,0,37
"24UCGL","Alton Eastbrooke",2686,1263,1423,2610,76,19
"24UCGM","Alton Westbrooke",2554,1204,1350,2544,10,15
"24UCGN","Alton Whitedown",2254,1067,1187,2225,29,54
"24UCGP","Alton Wooteys",2381,1178,1203,2328,53,28
"24UCGQ","Binsted and Bentley",2654,1263,1391,2594,60,69
"24UCGR","Bramshott and Liphook",7904,3846,4058,7842,62,156
"24UCGS","Clanfield and Finchdean",4725,2358,2367,4725,0,63
"24UCGT","Downland",2149,1062,1087,2139,10,96
"24UCGU","East Meon",2133,1064,1069,2080,53,57
"24UCGW","Four Marks and Medstead",5430,2683,2747,5373,57,141
"24UCGX","Froxfield and Steep",2725,1304,1421,2340,385,91
"24UCGY","Grayshott",2305,1097,1208,2224,81,51
"24UCGZ","Headley",5459,2676,2783,5416,43,126
"24UCHA","Holybourne and Froyle",2897,1433,1464,2573,324,82
"24UCHB","Horndean Catherington and Lovedean",2332,1174,1158,2332,0,22
"24UCHC","Horndean Downs",2532,1237,1295,2532,0,24
"24UCHD","Horndean Hazleton and Blendworth",2326,1130,1196,2223,103,26
"24UCHE","Horndean Kings",3029,1437,1592,3029,0,27
"24UCHF","Horndean Murray",2420,1196,1224,2420,0,34
"24UCHG","Lindford",2268,1153,1115,2238,30,28
"24UCHH","Liss",4904,2306,2598,4561,343,117
"24UCHJ","Petersfield Bell Hill",2352,1151,1201,2306,46,36
"24UCHK","Petersfield Causeway",2436,1152,1284,2430,6,13
"24UCHL","Petersfield Heath",2212,1126,1086,2212,0,46
"24UCHM","Petersfield Rother",2204,1053,1151,2204,0,61
"24UCHN","Petersfield St Marys",1927,900,1027,1844,83,56
"24UCHP","Petersfield St Peters",2172,999,1173,2170,3,28
"24UCHQ","Ropley and Tisted",2115,1017,1098,2115,0,71
"24UCHR","Rowlands Castle",2552,1235,1317,2527,25,56
"24UCHS","Selborne",2214,1148,1066,2151,63,48
"24UCHT","The Hangers and Forest",2439,1181,1258,2341,98,51
"24UCHU","Whitehill Chase",2374,1158,1216,2340,34,14
"24UCHW","Whitehill Deadwater",2873,1456,1417,2871,3,23
"24UCHX","Whitehill Hogmoor",3149,1904,1245,2402,747,17
"24UCHY","Whitehill Pinewood",3209,1668,1541,3095,114,21
"24UCHZ","Whitehill Walldown",2345,1178,1167,2340,5,14
"24UDFT","Bishopstoke East",5671,2868,2803,5671,0,39
"24UDFU","Bishopstoke West",5437,2658,2779,5406,31,37
"24UDFW","Botley",5155,2521,2634,5131,24,65
"24UDFX","Bursledon and Old Netley",7445,3578,3867,7393,52,61
"24UDFY","Chandler's Ford East",4851,2363,2488,4810,41,54
"24UDFZ","Chandler's Ford West",5296,2578,2718,5245,51,57
"24UDGA","Eastleigh Central",8337,4157,4180,8331,6,30
"24UDGB","Eastleigh North",7914,3916,3998,7913,3,88
"24UDGC","Eastleigh South",7839,3742,4097,7810,29,34
"24UDGD","Fair Oak and Horton Heath",8579,4302,4277,8544,35,74
"24UDGE","Hamble-le-Rice and Butlocks Heath",5169,2552,2617,5155,14,31
"24UDGF","Hedge End Grange Park",5800,2878,2922,5796,4,22
"24UDGG","Hedge End St John's",7462,3703,3759,7365,97,58
"24UDGH","Hedge End Wildern",5434,2654,2780,5358,76,24
"24UDGJ","Hiltingbury East",4965,2438,2527,4910,55,124
"24UDGK","Hiltingbury West",4959,2440,2519,4882,77,122
"24UDGL","Netley Abbey",5128,2451,2677,5044,84,19
"24UDGM","West End North",5035,2419,2616,4881,154,29
"24UDGN","West End South",5693,2782,2911,5656,37,45
"24UEFQ","Fareham East",6893,3319,3574,6775,118,82
"24UEFR","Fareham North",6866,3337,3529,6714,152,96
"24UEFS","Fareham North-West",7343,3531,3812,7308,35,57
"24UEFT","Fareham South",6786,3314,3472,6786,0,19
"24UEFU","Fareham West",6749,3287,3462,6691,58,65
"24UEFW","Hill Head",7121,3331,3790,7040,81,159
"24UEFX","Locks Heath",7035,3364,3671,6977,58,99
"24UEFY","Park Gate",6871,3366,3505,6722,149,53
"24UEFZ","Portchester East",10738,5160,5578,10724,14,68
"24UEGA","Portchester West",6899,3452,3447,6802,97,59
"24UEGB","Sarisbury",6400,3212,3188,6337,63,79
"24UEGC","Stubbington",7805,4094,3711,6725,1080,107
"24UEGD","Titchfield",6974,3420,3554,6769,205,108
"24UEGE","Titchfield Common",6757,3354,3403,6724,33,60
"24UEGF","Warsash",6740,3341,3399,6606,134,99
"24UFFL","Alverstoke",4175,2008,2167,3975,200,89
"24UFFM","Anglesey",4204,1998,2206,3414,790,101
"24UFFN","Bridgemary North",4813,2319,2494,4807,6,30
"24UFFP","Bridgemary South",4825,2358,2467,4821,4,21
"24UFFQ","Brockhurst",5949,3330,2619,4870,1079,23
"24UFFR","Christchurch",3838,1857,1981,3811,27,18
"24UFFS","Elson",4814,2380,2434,4814,0,23
"24UFFT","Forton",4553,2249,2304,4553,0,19
"24UFFU","Grange",6006,2867,3139,6006,0,27
"24UFFW","Hardway",4135,2045,2090,4117,18,27
"24UFFX","Lee East",3080,1472,1608,3080,0,36
"24UFFY","Lee West",3987,1824,2163,3835,152,42
"24UFFZ","Leesland",4529,2205,2324,4459,70,21
"24UFGA","Peel Common",4182,2010,2172,4182,0,31
"24UFGB","Privett",4128,2017,2111,4107,21,41
"24UFGC","Rowner and Holbrook",4915,2443,2472,4912,3,37
"24UFGD","Town",4282,1957,2325,4249,33,10
"24UGFS","Blackwater and Hawley",4761,2683,2078,4147,614,64
"24UGFT","Church Crookham East",4711,2326,2385,4633,78,84
"24UGFU","Church Crookham West",4999,2533,2466,4990,9,71
"24UGFW","Crondall",4053,1983,2070,3972,81,122
"24UGFX","Eversley",2598,1308,1290,2559,39,58
"24UGFY","Fleet Central",4949,2449,2500,4939,10,91
"24UGFZ","Fleet Courtmoor",4634,2327,2307,4634,0,128
"24UGGA","Fleet North",3088,1595,1493,3088,0,34
"24UGGB","Fleet Pondtail",4621,2278,2343,4540,81,98
"24UGGC","Fleet West",4777,2320,2457,4633,144,115
"24UGGD","Frogmore and Darby Green",5616,2829,2787,5616,0,63
"24UGGE","Hartley Wintney",4843,2355,2488,4834,9,116
"24UGGF","Hook",7378,3681,3697,7268,110,159
"24UGGG","Long Sutton",2910,1683,1227,2264,646,64
"24UGGH","Odiham",4172,2007,2165,4108,64,98
"24UGGJ","Yateley East",5168,2581,2587,5161,7,79
"24UGGK","Yateley North",5078,2506,2572,5078,0,67
"24UGGL","Yateley West",5149,2615,2534,5149,0,124
"24UHFQ","Barncroft",6073,2949,3124,6015,58,17
"24UHFR","Battins",6594,3118,3476,6578,16,18
"24UHFS","Bedhampton",8597,4108,4489,8469,128,66
"24UHFT","Bondfields",6931,3380,3551,6931,0,14
"24UHFU","Cowplain",9215,4503,4712,9171,44,79
"24UHFW","Emsworth",9373,4379,4994,9173,200,143
"24UHFX","Hart Plain",9462,4638,4824,9462,0,44
"24UHFY","Hayling East",8647,4152,4495,8414,233,59
"24UHFZ","Hayling West",8240,3854,4386,7999,241,94
"24UHGA","Purbrook",9152,4520,4632,9097,55,66
"24UHGB","St Faith's",8415,4004,4411,8336,79,145
"24UHGC","Stakes",10065,4854,5211,10036,29,54
"24UHGD","Warren Park",6951,3301,3650,6951,0,22
"24UHGE","Waterloo",9134,4351,4783,9015,119,104
"24UJGL","Ashurst, Copythorne South and Netley Marsh",5535,2688,2847,5339,196,81
"24UJGM","Barton",5056,2324,2732,4950,106,50
"24UJGN","Bashley",2740,1315,1425,2708,32,31
"24UJGP","Becton",4751,2193,2558,4571,180,53
"24UJGQ","Boldre and Sway",5242,2521,2721,5046,196,132
"24UJGR","Bramshaw, Copythorne North and Minstead",2464,1218,1246,2404,60,52
"24UJGS","Bransgore and Burley",5683,2702,2981,5601,82,141
"24UJGT","Brockenhurst and Forest South East",5410,2612,2798,5241,169,148
"24UJGU","Buckland",3172,1530,1642,3172,0,42
"24UJGW","Butts Ash and Dibden Purlieu",6457,3117,3340,6396,61,91
"24UJGX","Dibden and Hythe East",5502,2641,2861,5497,5,70
"24UJGY","Downlands and Forest",2899,1415,1484,2899,0,73
"24UJGZ","Fawley, Blackfield and Langley",6088,3031,3057,6049,39,55
"24UJHA","Fernhill",5746,2713,3033,5691,55,41
"24UJHB","Fordingbridge",6357,3051,3306,6158,199,104
"24UJHC","Forest North West",2665,1280,1385,2510,155,60
"24UJHD","Furzedown and Hardley",3207,1585,1622,3199,8,31
"24UJHE","Holbury and North Blackfield",6995,3379,3616,6995,0,45
"24UJHF","Hordle",5095,2380,2715,5071,24,37
"24UJHG","Hythe West and Langdown",6026,2862,3164,6026,0,66
"24UJHH","Lymington Town",5293,2382,2911,5140,153,75
"24UJHJ","Lyndhurst",2973,1401,1572,2855,118,42
"24UJHK","Marchwood",5586,2845,2741,5316,270,65
"24UJHL","Milford",4703,2162,2541,4564,139,93
"24UJHM","Milton",5460,2393,3067,5282,178,35
"24UJHN","Pennington",5864,2697,3167,5834,30,60
"24UJHP","Ringwood East and Sopley",2798,1395,1403,2698,100,47
"24UJHQ","Ringwood North",5973,2878,3095,5927,46,72
"24UJHR","Ringwood South",5605,2627,2978,5542,63,44
"24UJHS","Totton Central",5330,2605,2725,5295,35,49
"24UJHT","Totton East",5708,2780,2928,5695,13,29
"24UJHU","Totton North",5832,2835,2997,5720,112,33
"24UJHW","Totton South",6009,2944,3065,6009,0,33
"24UJHX","Totton West",5107,2516,2591,5087,20,22
"24ULFR","Cove and Southwood",6548,3337,3211,6543,5,55
"24ULFS","Empress",6393,3228,3165,6372,21,95
"24ULFT","Fernhill",6033,3001,3032,5905,128,52
"24ULFU","Grange",6085,2944,3141,6085,0,51
"24ULFW","Heron Wood",6161,2983,3178,6117,44,17
"24ULFX","Knellwood",5964,2927,3037,5819,145,105
"24ULFY","Manor Park",6285,3069,3216,6207,78,52
"24ULFZ","Mayfield",6736,3270,3466,6736,0,23
"24ULGA","North Town",7074,3512,3562,7067,7,28
"24ULGB","Rowhill",5920,2944,2976,5816,104,38
"24ULGC","St. John's",6565,3331,3234,6542,23,77
"24ULGD","St. Mark's",6939,3601,3338,6618,321,81
"24ULGE","Wellington",8400,4780,3620,6837,1563,71
"24ULGF","Westheath",5884,2955,2929,5884,0,58
"24UNGA","Abbey",4157,1871,2286,4100,57,40
"24UNGB","Alamein",7989,3940,4049,7870,119,31
"24UNGC","Ampfield and Braishfield",2117,1053,1064,2108,9,50
"24UNGD","Amport",2155,1077,1078,2087,68,59
"24UNGE","Anna",3645,1840,1805,3509,136,133
"24UNGF","Blackwater",5086,2535,2551,4793,293,114
"24UNGG","Bourne Valley",2064,1009,1055,2058,6,65
"24UNGH","Broughton and Stockbridge",4495,2159,2336,4403,92,140
"24UNGJ","Charlton",2051,1015,1036,2039,12,28
"24UNGK","Chilworth, Nursling and Rownhams",6382,3158,3224,6306,76,127
"24UNGL","Cupernham",5108,2480,2628,5038,70,60
"24UNGM","Dun Valley",2162,1043,1119,2129,33,42
"24UNGN","Harewood",2160,1067,1093,2160,0,90
"24UNGP","Harroway",7155,3508,3647,7123,32,62
"24UNGQ","Kings Somborne and Michelmersh",2434,1242,1192,2434,0,62
"24UNGR","Millway",6998,3398,3600,6796,202,121
"24UNGS","North Baddesley",6234,3012,3222,6226,8,55
"24UNGT","Over Wallop",1682,934,748,1466,216,54
"24UNGU","Penton Bellinger",4459,2187,2272,4459,0,102
"24UNGW","Romsey Extra",3327,1627,1700,3265,62,71
"24UNGX","St Mary's",7587,3689,3898,7506,81,42
"24UNGY","Tadburn",5382,2674,2708,5382,0,66
"24UNGZ","Valley Park",7484,3724,3760,7484,0,92
"24UNHA","Winton",7488,3666,3822,7452,36,91
"24UPGK","Bishops Waltham",6550,3147,3403,6466,84,76
"24UPGL","Boarhunt and Southwick",1911,1180,731,1255,656,17
"24UPGM","Cheriton and Bishops Sutton",2138,1071,1067,2051,87,64
"24UPGN","Colden Common and Twyford",5137,2552,2585,5098,39,93
"24UPGP","Compton and Otterbourne",3724,1815,1909,3604,120,157
"24UPGQ","Denmead",6190,3027,3163,6119,71,87
"24UPGR","Droxford, Soberton and Hambledon",1914,924,990,1894,20,61
"24UPGS","Itchen Valley",1811,892,919,1794,17,84
"24UPGT","Kings Worthy",4044,1971,2073,3866,178,84
"24UPGU","Littleton and Harestock",3802,1929,1873,3467,335,71
"24UPGW","Olivers Battery and Badger Farm",4028,1941,2087,4028,0,94
"24UPGX","Owslebury and Curdridge",3554,1741,1813,3439,115,98
"24UPGY","St Barnabas",5513,2640,2873,5419,94,127
"24UPGZ","St Bartholomew",5477,2425,3052,5042,435,73
"24UPHA","St John and All Saints",6030,2762,3268,5788,242,67
"24UPHB","St Luke",5588,2586,3002,5575,13,44
"24UPHC","St Michael",6003,3203,2800,4736,1267,140
"24UPHD","St Paul",6133,3063,3070,4691,1442,118
"24UPHE","Shedfield",3914,1931,1983,3845,69,48
"24UPHF","Sparsholt",1791,926,865,1458,333,55
"24UPHG","Swanmore and Newtown",4044,1975,2069,4044,0,105
"24UPHH","The Alresfords",6020,2967,3053,5965,55,144
"24UPHJ","Upper Meon Valley",1814,895,919,1811,3,71
"24UPHK","Whiteley",2195,1134,1061,2195,0,13
"24UPHL","Wickham",2621,1299,1322,2521,100,42
"24UPHM","Wonston and Micheldever",5276,2560,2716,5246,30,161
"26UBFQ","Broxbourne",6123,2991,3132,6087,36,93
"26UBFR","Bury Green",6202,2948,3254,6179,23,37
"26UBFS","Cheshunt Central",7172,3496,3676,7172,0,48
"26UBFT","Cheshunt North",7444,3599,3845,7444,0,35
"26UBFU","Flamstead End",6549,3185,3364,6549,0,68
"26UBFW","Goffs Oak",7765,3782,3983,7765,0,87
"26UBFX","Hoddesdon North",6611,3320,3291,6556,55,65
"26UBFY","Hoddesdon Town",6276,3073,3203,6231,45,54
"26UBFZ","Rosedale",4465,2131,2334,4416,49,19
"26UBGA","Rye Park",7130,3489,3641,7119,11,39
"26UBGB","Theobalds",6679,3231,3448,6668,11,40
"26UBGC","Waltham Cross",6492,3132,3360,6492,0,22
"26UBGD","Wormley & Turnford",8146,3897,4249,8068,78,46
"26UCGF","Adeyfield East",5491,2637,2854,5445,46,48
"26UCGG","Adeyfield West",4930,2386,2544,4930,0,28
"26UCGH","Aldbury and Wigginton",2364,1162,1202,2333,31,48
"26UCGJ","Apsley",2916,1494,1422,2879,37,23
"26UCGK","Ashridge",2650,1326,1324,2605,45,92
"26UCGL","Bennetts End",5899,2841,3058,5862,37,24
"26UCGM","Berkhamsted Castle",5660,2792,2868,5639,21,102
"26UCGN","Berkhamsted East",5388,2613,2775,5302,86,114
"26UCGP","Berkhamsted West",5450,2598,2852,5390,60,132
"26UCGQ","Bovingdon, Flaunden & Chipperfield",8819,4715,4104,8066,753,169
"26UCGR","Boxmoor",5495,2657,2838,5479,16,104
"26UCGS","Chaulden & Shrubhill",5135,2526,2609,5135,0,65
"26UCGT","Corner Hall",5935,2933,3002,5875,60,46
"26UCGU","Gadebridge",5241,2602,2639,5181,60,29
"26UCGW","Grove Hill",7796,3830,3966,7780,16,43
"26UCGX","Hemel Hempstead Central",4865,2383,2482,4551,314,51
"26UCGY","Highfield & St Pauls",7269,3530,3739,7190,79,38
"26UCGZ","Kings Langley",5072,2475,2597,5038,34,68
"26UCHA","Leverstock Green",7010,3461,3549,6990,20,79
"26UCHB","Nash Mills",2658,1315,1343,2646,12,35
"26UCHC","Northchurch",2661,1282,1379,2661,0,26
"26UCHD","Tring Central",5117,2524,2593,5109,8,41
"26UCHE","Tring East",2738,1326,1412,2738,0,77
"26UCHF","Tring West",5464,2612,2852,5250,214,72
"26UCHG","Warners End",4842,2345,2497,4842,0,49
"26UCHH","Watling",5273,2644,2629,5211,62,63
"26UCHJ","Woodhall",5661,2788,2873,5661,0,51
"26UDGH","Bishop's Stortford All Saints",7204,3523,3681,6900,304,162
"26UDGJ","Bishop's Stortford Central",8946,4316,4630,8919,27,94
"26UDGK","Bishop's Stortford Meads",5044,2410,2634,5034,10,99
"26UDGL","Bishop's Stortford Silverleys",5561,2785,2776,5356,205,109
"26UDGM","Bishop's Stortford South",8570,4282,4288,8529,41,135
"26UDGN","Braughing",2459,1208,1251,2459,0,53
"26UDGP","Buntingford",5245,2563,2682,5210,35,71
"26UDGQ","Datchworth & Aston",2324,1154,1170,2323,0,55
"26UDGR","Great Amwell",2803,1333,1470,2803,0,21
"26UDGS","Hertford Bengeo",7118,3440,3678,6977,141,119
"26UDGT","Hertford Castle",7164,3512,3652,6814,350,116
"26UDGU","Hertford Heath",3013,1602,1411,2656,357,38
"26UDGW","Hertford Kingsmead",5225,2556,2669,5193,32,44
"26UDGX","Hertford Rural North",2241,1127,1114,2241,0,58
"26UDGY","Hertford Rural South",2323,1136,1187,2323,0,62
"26UDGZ","Hertford Sele",5343,2585,2758,5331,12,40
"26UDHA","Hunsdon",2636,1317,1319,2602,34,36
"26UDHB","Little Hadham",2218,1103,1115,2218,0,55
"26UDHC","Mundens and Cottered",2358,1181,1177,2323,35,43
"26UDHD","Much Hadham",2784,1274,1510,2579,205,42
"26UDHE","Puckeridge",2535,1261,1274,2535,0,17
"26UDHF","Sawbridgeworth",8007,3894,4113,7956,51,125
"26UDHG","Stanstead Abbots",2737,1317,1420,2579,158,24
"26UDHH","Thundridge & Standon",2927,1488,1439,2760,167,49
"26UDHJ","Walkern",2669,1306,1363,2669,0,44
"26UDHK","Ware Chadwell",2328,1124,1204,2299,29,29
"26UDHL","Ware Christchurch",4701,2251,2450,4554,147,37
"26UDHM","Ware St Mary's",5243,2596,2647,5237,6,70
"26UDHN","Ware Trinity",4921,2435,2486,4911,10,47
"26UDHP","Watton-at-Stone",2272,1142,1130,2267,5,45
"26UEFX","Aldenham East",4823,2413,2410,4810,13,136
"26UEFY","Aldenham West",5119,2548,2571,4578,541,116
"26UEFZ","Borehamwood Brookmeadow",6931,3337,3594,6920,11,52
"26UEGA","Borehamwood Cowley Hill",7994,3751,4243,7898,96,36
"26UEGB","Borehamwood Hillside",8076,3928,4148,7945,131,50
"26UEGC","Borehamwood Kenilworth",5545,2714,2831,5507,38,25
"26UEGD","Bushey Heath",6476,3054,3422,6321,155,223
"26UEGE","Bushey North",6218,3053,3165,5910,308,66
"26UEGF","Bushey Park",4588,2168,2420,4530,58,57
"26UEGG","Bushey St James",7323,3488,3835,7259,64,140
"26UEGH","Elstree",4765,2330,2435,4641,124,125
"26UEGJ","Potters Bar Furzefield",6495,3154,3341,6488,7,72
"26UEGK","Potters Bar Oakmere",7333,3464,3869,7190,143,54
"26UEGL","Potters Bar Parkfield",7117,3444,3673,6957,160,122
"26UEGM","Shenley",5647,2722,2925,5469,178,62
"26UFGC","Arbury",2462,1196,1266,2460,3,71
"26UFGD","Baldock East",2435,1232,1203,2435,0,17
"26UFGE","Baldock Town",7431,3631,3800,7199,232,74
"26UFGF","Cadwell",2240,1110,1130,2240,0,35
"26UFGG","Codicote",2560,1239,1321,2560,0,49
"26UFGH","Ermine",2432,1182,1250,2398,34,45
"26UFGJ","Graveley & Wymondley",2841,1381,1460,2739,102,23
"26UFGK","Hitchin Bearton",7000,3566,3434,7000,0,87
"26UFGL","Hitchin Highbury",6950,3363,3587,6868,82,124
"26UFGM","Hitchin Oughton",4952,2350,2602,4928,24,29
"26UFGN","Hitchin Priory",4774,2259,2515,4653,121,109
"26UFGP","Hitchin Walsworth",7175,3559,3616,7175,0,64
"26UFGQ","Hitchwood",2517,1188,1329,2389,128,41
"26UFGR","Hoo",2397,1119,1278,2303,94,28
"26UFGS","Kimpton",2113,1054,1059,2113,0,66
"26UFGT","Knebworth",5034,2440,2594,4896,138,92
"26UFGU","Letchworth East",6910,3320,3590,6822,88,86
"26UFGW","Letchworth Grange",6472,3128,3344,6444,28,47
"26UFGX","Letchworth South East",6754,3279,3475,6664,90,120
"26UFGY","Letchworth South West",7363,3573,3790,7117,246,186
"26UFGZ","Letchworth Wilbury",5433,2622,2811,5433,0,43
"26UFHA","Offa",2073,1020,1053,2003,70,27
"26UFHB","Royston Heath",4873,2396,2477,4850,23,98
"26UFHC","Royston Meridian",4616,2265,2351,4616,0,65
"26UFHD","Royston Palace",5081,2502,2579,5031,50,54
"26UFHE","Weston and Sandon",2020,993,1027,2020,0,41
"26UGFX","Ashley",7030,3567,3463,7021,9,87
"26UGFY","Batchwood",6728,3143,3585,6485,243,67
"26UGFZ","Clarence",6069,2968,3101,6024,45,157
"26UGGA","Colney Heath",5449,2732,2717,5344,105,69
"26UGGB","Cunningham",6040,2934,3106,6000,40,81
"26UGGC","Harpenden East",7033,3467,3566,6954,79,141
"26UGGD","Harpenden North",6860,3334,3526,6725,135,162
"26UGGE","Harpenden South",6612,3291,3321,6612,0,222
"26UGGF","Harpenden West",7181,3397,3784,6995,186,184
"26UGGG","London Colney",7742,3868,3874,7623,119,65
"26UGGH","Marshalswick North",6325,3122,3203,6325,0,121
"26UGGJ","Marshalswick South",6488,3112,3376,6468,20,171
"26UGGK","Park Street",6781,3383,3398,6624,157,77
"26UGGL","Redbourn",5904,2938,2966,5856,48,88
"26UGGM","St Peters",6503,3351,3152,6357,146,80
"26UGGN","St Stephen",6424,3178,3246,6292,132,90
"26UGGP","Sandridge",4808,2324,2484,4781,27,88
"26UGGQ","Sopwell",6784,3310,3474,6687,97,62
"26UGGR","Verulam",6186,3046,3140,6177,9,172
"26UGGS","Wheathampstead",6058,2949,3109,6049,9,108
"26UHFQ","Bandley Hill",6820,3354,3466,6702,118,42
"26UHFR","Bedwell",6544,3113,3431,6538,6,20
"26UHFS","Chells",6163,3023,3140,6163,0,27
"26UHFT","Longmeadow",5961,2911,3050,5943,18,50
"26UHFU","Manor",6396,3238,3158,6339,57,53
"26UHFW","Martins Wood",6283,3088,3195,6193,90,54
"26UHFX","Old Town",6185,3001,3184,6162,23,54
"26UHFY","Pin Green",5929,2940,2989,5911,18,40
"26UHFZ","Roebuck",6044,2979,3065,6029,15,28
"26UHGA","St Nicholas",6128,3070,3058,6117,11,38
"26UHGB","Shephall",6326,3121,3205,6311,15,30
"26UHGC","Symonds Green",5941,2977,2964,5922,19,49
"26UHGD","Woodfield",4995,2351,2644,4649,346,62
"26UJFX","Abbots Langley",4683,2230,2453,4630,53,54
"26UJFY","Ashridge",3675,1764,1911,3670,5,22
"26UJFZ","Bedmond & Primrose Hill",3243,1634,1609,3243,0,25
"26UJGA","Carpenders Park",4926,2408,2518,4894,32,58
"26UJGB","Chorleywood East",3895,1882,2013,3810,85,118
"26UJGC","Chorleywood West",5320,2543,2777,5290,30,142
"26UJGD","Croxley Green",5327,2589,2738,5327,0,77
"26UJGE","Croxley Green North",3384,1620,1764,3356,28,50
"26UJGF","Croxley Green South",3452,1718,1734,3448,4,42
"26UJGG","Hayling",3558,1669,1889,3558,0,16
"26UJGH","Langleybury",4853,2381,2472,4836,17,35
"26UJGJ","Leavesden",4499,2212,2287,4447,52,30
"26UJGK","Maple Cross & Mill End",5378,2659,2719,5361,17,38
"26UJGL","Moor Park & Eastbury",5451,2673,2778,5317,134,252
"26UJGM","Northwick",4759,2189,2570,4704,55,10
"26UJGN","Oxhey Hall",3332,1644,1688,3289,43,44
"26UJGP","Penn",3454,1677,1777,3448,6,13
"26UJGQ","Rickmansworth",4169,1903,2266,3804,365,66
"26UJGR","Rickmansworth West",3603,1735,1868,3505,98,91
"26UJGS","Sarratt",1887,932,955,1887,0,30
"26UKFN","Callowland",6653,3360,3293,6653,0,37
"26UKFP","Central",6577,3378,3199,6334,243,39
"26UKFQ","Holywell",7176,3518,3658,7059,117,41
"26UKFR","Leggatts",7044,3422,3622,6986,58,61
"26UKFS","Meriden",6865,3245,3620,6817,48,33
"26UKFT","Nascot",6532,3098,3434,6151,381,78
"26UKFU","Oxhey",6395,3043,3352,6354,41,79
"26UKFW","Park",6192,3040,3152,6105,87,156
"26UKFX","Stanborough",6852,3387,3465,6806,46,63
"26UKFY","Tudor",5591,2833,2758,5591,0,75
"26UKFZ","Vicarage",7149,3683,3466,6955,194,38
"26UKGA","Woodside",6700,3220,3480,6700,0,42
"26ULGJ","Brookmans Park and Little Heath",5937,2770,3167,5653,284,140
"26ULGK","Haldens",6076,3001,3075,6076,0,53
"26ULGL","Handside",6414,2980,3434,6365,49,99
"26ULGM","Hatfield Central",6270,3060,3210,6193,77,28
"26ULGN","Hatfield East",5997,2998,2999,5942,55,60
"26ULGP","Hatfield North",5851,2943,2908,5826,25,50
"26ULGQ","Hatfield South",4381,2196,2185,4381,0,15
"26ULGR","Hatfield West",7296,3607,3689,6162,1134,119
"26ULGS","Hollybush",5505,2576,2929,5451,54,23
"26ULGT","Howlands",6099,2937,3162,5960,139,39
"26ULGU","Northaw",5190,2545,2645,5166,24,85
"26ULGW","Panshanger",6433,3121,3312,6392,41,67
"26ULGX","Peartree",6985,3363,3622,6884,101,23
"26ULGY","Sherrards",5798,2824,2974,5768,30,88
"26ULGZ","Welham Green",3639,1754,1885,3499,140,22
"26ULHA","Welwyn North",4228,2059,2169,4158,70,67
"26ULHB","Welwyn South",5454,2629,2825,5413,41,123
"29UBGZ","Aylesford Green",2721,1270,1451,2721,0,7
"29UBHA","Beaver",5666,2758,2908,5639,27,6
"29UBHB","Biddenden",2434,1219,1215,2432,3,32
"29UBHC","Bockhanger",2468,1175,1293,2462,6,28
"29UBHD","Boughton Aluph and Eastwell",1954,963,991,1947,7,18
"29UBHE","Bybrook",2629,1244,1385,2613,16,21
"29UBHF","Charing",2284,1101,1183,2242,42,26
"29UBHG","Downs North",2378,1185,1193,2339,39,41
"29UBHH","Downs West",2463,1192,1271,2375,88,37
"29UBHJ","Godinton",3933,1910,2023,3933,0,23
"29UBHK","Great Chart with Singleton North",1753,857,896,1753,0,12
"29UBHL","Highfield",2551,1270,1281,2506,45,26
"29UBHM","Isle of Oxney",2499,1225,1274,2499,0,45
"29UBHN","Kennington",2321,1185,1136,2261,60,47
"29UBHP","Little Burton Farm",2125,1017,1108,2125,0,15
"29UBHQ","Norman",2658,1304,1354,2658,0,7
"29UBHR","North Willesborough",5125,2515,2610,4843,282,65
"29UBHS","Park Farm North",2766,1418,1348,2766,0,19
"29UBHT","Park Farm South",1124,558,566,1089,35,7
"29UBHU","Rolvenden and Tenterden West",2434,1154,1280,2410,24,54
"29UBHW","St Michaels",2437,1167,1270,2404,33,39
"29UBHX","Saxon Shore",4912,2423,2489,4861,51,97
"29UBHY","Singleton South",2453,1200,1253,2417,36,13
"29UBHZ","South Willesborough",2161,1064,1097,2161,0,6
"29UBJA","Stanhope",3276,1656,1620,3177,99,12
"29UBJB","Stour",5082,2425,2657,5041,41,58
"29UBJC","Tenterden North",2158,964,1194,2124,34,35
"29UBJD","Tenterden South",2272,1050,1222,2265,7,32
"29UBJE","Victoria",5240,2527,2713,5188,52,25
"29UBJF","Washford",2261,1114,1147,2256,5,3
"29UBJG","Weald Central",4605,2265,2340,4593,12,77
"29UBJH","Weald East",1902,941,961,1850,52,22
"29UBJJ","Weald North",2326,1137,1189,2326,0,52
"29UBJK","Weald South",4885,2389,2496,4856,29,71
"29UBJL","Wye",2405,1114,1291,2125,280,32
"29UCGC","Barham Downs",2551,1249,1302,2463,88,62
