Zone Code,Zone Name,people,households,rent,%rent,qual,%noqual
00BNFJ,Burnage,13706,66,5505,40.16489129,342,2.495257551
00BLFF,Burnden,12969,87,5050,38.9390084,393,3.03030303
16UGHD,Burneside,1988,24,843,42.40442656,10,0.503018109
00CGFE,Burngreave,13784,46,5785,41.96894951,400,2.901915264
33UEGW,Burnham,1917,34,965,50.33907147,4,0.208659364
11UEGA,Burnham Beeches,1252,46,493,39.37699681,10,0.798722045
11UEGB,Burnham Church,4921,68,2027,41.19081488,35,0.711237553
11UEGC,Burnham Lent Rise,4509,33,1830,40.58549568,24,0.532268796
40UCGU,Burnham North,6200,86,2794,45.06451613,36,0.580645161
40UCGW,Burnham South,6215,42,2785,44.81094127,36,0.579243765
22UKFY,Burnham-on-Crouch North,3805,46,1552,40.78843627,33,0.867279895
22UKFZ,Burnham-on-Crouch South,3954,15,1881,47.57207891,21,0.531107739
20UDGD,Burnhope,1335,7,581,43.52059925,13,0.973782772
20UDGE,Burnopfield,4623,25,1966,42.52649795,33,0.713822193
00ACFY,Burnt Oak,15243,121,5882,38.58820442,397,2.604474185
41UDGL,Burntwood Central,3250,29,1271,39.10769231,23,0.707692308
43UDGB,Burpham,5221,103,2267,43.42080061,92,1.762114537
18ULGB,Burrator,1540,20,636,41.2987013,7,0.454545455
00FDNB,Burringham and Gunness,3698,10,1735,46.91725257,14,0.378583018
40UDJT,Burrow Hill,2197,41,884,40.23668639,16,0.728265817
22UNGS,Burrsville,2109,8,1022,48.4589853,4,0.189663348
30UPGJ,Burscough East,3597,48,1466,40.75618571,44,1.22324159
30UPGK,Burscough West,5071,59,1920,37.86235457,57,1.124038651
24UDFX,Bursledon and Old Netley,7445,61,2995,40.22834117,41,0.550705171
00GLNB,Burslem North,12127,37,5217,43.01970809,127,1.047249938
00GLNC,Burslem South,12071,32,5329,44.14712948,145,1.201226079
22UBFS,Burstead,10417,170,4374,41.98905635,66,0.633579725
43UKFZ,"Burstow, Horne and Outwood",5675,72,2230,39.29515419,25,0.440528634
41UCGH,Burton,2127,9,1084,50.96379878,32,1.504466385
16UGHE,Burton & Holme,2578,40,1104,42.82389449,18,0.698215671
13UEFU,Burton & Ness,1620,46,678,41.85185185,23,1.419753086
19UCFL,Burton and Winkton,4189,30,1712,40.86894247,31,0.740033421
19UHGZ,Burton Bradstock,1850,32,887,47.94594595,12,0.648648649
44UEGT,Burton Dassett,2044,53,819,40.06849315,21,1.02739726
37UEGD,Burton Joyce and Stoke Bardolph,3555,63,1554,43.71308017,26,0.731364276
00FDNC,Burton upon Stather and Winterton,10798,157,4527,41.92443045,80,0.74087794
00EUNE,Burtonwood and Winwick,5595,44,2265,40.48257373,42,0.750670241
12UCFW,Burwell,5833,72,2385,40.88805075,40,0.685753472
45UDGP,Bury,2324,73,897,38.59724613,41,1.764199656
26UBFR,Bury Green,6202,37,2561,41.29313125,45,0.725572396
22UJFS,Bush Fair,7493,25,3239,43.22701188,40,0.533831576
00AKGM,Bush Hill Park,13346,163,5219,39.10534992,280,2.098006893
00CWFD,Bushbury,11289,30,4562,40.41101958,101,0.894676234
18UHGS,Bushell,5633,43,2546,45.19794071,101,1.793005503
26UEGD,Bushey Heath,6476,223,2643,40.81222977,95,1.46695491
26UEGE,Bushey North,6218,66,2400,38.59761981,70,1.125763911
26UEGF,Bushey Park,4588,57,1979,43.1342633,75,1.634699215
26UEGG,Bushey St James,7323,140,2886,39.41007784,64,0.87395876
41UEGC,Butt Lane,5572,24,2317,41.58291457,38,0.681981335
24UJGW,Butts Ash and Dibden Purlieu,6457,91,2446,37.88136906,51,0.789840483
21UHGN,Buxted and Maresfield,4969,139,1985,39.94767559,35,0.704367076
33UCGT,Buxton,2574,32,1018,39.54933955,19,0.738150738
17UHGF,Buxton Central,3901,37,1810,46.3983594,41,1.051012561
29UBHE,Bybrook,2629,21,1074,40.85203499,20,0.760745531
20UGGB,Byerley,3296,16,1515,45.96480583,20,0.606796117
34UCGM,Byfield,1794,44,741,41.30434783,11,0.613154961
43UMFT,Byfleet,6995,67,2973,42.50178699,34,0.486061472
00CJFC,Byker,8200,18,4171,50.86585366,177,2.158536585
39UDFR,Cabin Lane,2330,14,960,41.20171674,13,0.557939914
00HBNU,Cabot,9604,71,4122,42.91961683,2343,24.39608496
30UQGH,Cabus,1572,12,745,47.39185751,10,0.636132316
18UDGH,Cadbury,1436,40,581,40.45961003,22,1.532033426
09UEGE,"Caddington, Hyde and Slip End",6051,59,2547,42.09221616,30,0.495785821
31UEGA,"Cadeby, Carlton and Market Bosworth with Shackerstone",3189,67,1316,41.26685481,29,0.90937598
00BRFD,Cadishead,8916,28,3757,42.13772992,66,0.740242261
30UKFY,Cadley,4698,57,1933,41.14516816,54,1.149425287
26UFGF,Cadwell,2240,35,966,43.125,17,0.758928571
29UPHN,Cage Green,3978,67,1661,41.75465058,36,0.904977376
23UFGM,Cainscross,6667,68,2688,40.3179841,42,0.629968502
33UDGA,Caister North,4528,26,2027,44.76590106,20,0.441696113
33UDGB,Caister South,4423,22,2026,45.80601402,17,0.384354511
32UHGE,Caistor,3133,36,1321,42.16406001,26,0.829875519
00MBNP,Calcot,9093,124,3554,39.08501045,48,0.527878588
12UGHB,Caldecote,1615,41,617,38.20433437,10,0.619195046
44UDGF,Caldecott,5595,94,2248,40.17873101,142,2.53798034
30UQGJ,Calder,1751,21,661,37.74985722,13,0.742432895
00CYFB,Calder Valley,11600,154,5040,43.44827586,155,1.336206897
00BSFC,Cale Green,12178,46,5167,42.42897027,110,0.903268189
00AUFZ,Caledonian,11566,68,5139,44.43195573,453,3.916652257
24UBHX,Calleva,5812,128,2278,39.19476944,42,0.722642808
15UBGH,Callington,4783,40,2036,42.5674263,64,1.33807234
26UKFN,Callowland,6653,37,2814,42.29670825,71,1.067187735
46UCHA,Calne Abberd,2528,26,1043,41.25791139,8,0.316455696
46UCHB,Calne Chilvester,1404,13,544,38.74643875,10,0.712250712
46UCHC,Calne Lickhill,2901,25,1055,36.36677008,33,1.13753878
46UCHD,Calne Marden,2169,16,1008,46.47302905,9,0.414937759
46UCHE,Calne Priestley,2605,24,1073,41.19001919,15,0.575815739
46UCHF,Calne Quemerford,2182,45,896,41.06324473,11,0.504124656
46UCHG,Calne Without,1879,31,697,37.09419904,9,0.47897818
15UBGJ,Calstock,6095,74,2617,42.93683347,56,0.91878589
17UFGH,Calver,1920,41,812,42.29166667,76,3.958333333
37UEGE,Calverton,6903,75,2771,40.14196726,44,0.637404027
23UFGN,Cam East,4061,68,1773,43.65919724,20,0.492489535
19UHHA,Cam Vale,2047,62,819,40.0097704,21,1.025891549
23UFGP,Cam West,4219,45,1734,41.09978668,18,0.426641384
00BEGD,Camberwell Green,12798,75,5499,42.9676512,595,4.649163932
36UHGR,Camblesforth,4052,45,1566,38.64758144,31,0.765054294
15UDGA,Camborne North,6661,54,2861,42.95150878,74,1.110944303
15UDGB,Camborne South,6875,59,2788,40.55272727,73,1.061818182
15UDGC,Camborne West,6796,53,2990,43.99646851,127,1.868746321
39UDFS,Cambrian,2346,11,1140,48.59335038,11,0.468883205
00CAGD,Cambridge,12304,118,5895,47.91124837,112,0.910273082
00AGGF,Camden Town with Primrose Hill,11574,110,5371,46.405737,486,4.199066874
15UEGL,Camelford,2256,27,922,40.86879433,17,0.753546099
15UEGM,Camelot,4364,44,1929,44.20256645,28,0.641613199
40UDJU,Camelot,2559,60,1068,41.73505275,13,0.508010942
44UCFY,Camp Hill,7325,29,3052,41.66552901,33,0.450511945
00MGND,Campbell Park,12980,123,5338,41.1248074,167,1.286594761
00AWGA,Campden,8173,137,4155,50.83812554,345,4.2212162
23UCGR,Campden-Vale,5705,113,2613,45.80192813,41,0.718667835
00CKFC,Camperdown,9559,35,4179,43.71796213,86,0.899675698
00AXGA,Canbury,9604,110,4182,43.54435652,262,2.728029988
00HPMT,Canford Cliffs,7622,162,3837,50.34111782,50,0.655995802
00HPMU,Canford Heath East,7375,51,2887,39.14576271,39,0.528813559
00HPMW,Canford Heath West,7043,109,2791,39.62799943,35,0.496947324
00BHFX,Cann Hall,11388,50,4641,40.75342466,345,3.029504742
00BBGD,Canning Town North,12061,60,5096,42.25188624,373,3.092612553
00BBGE,Canning Town South,11278,53,4799,42.5518709,322,2.855116155
40UCGX,Cannington and Quantocks,6991,99,2869,41.03847804,77,1.101416106
41UBFS,Cannock East,6987,27,3020,43.22312867,46,0.658365536
41UBFT,Cannock North,7587,18,3021,39.81810992,31,0.408593647
41UBFU,Cannock South,7162,31,3046,42.53001955,55,0.767941916
41UBFW,Cannock West,6699,81,2889,43.12583968,52,0.776235259
00BAFY,Cannon Hill,9286,85,3555,38.28343743,198,2.132242085
00AUGA,Canonbury,9899,50,4736,47.84321649,277,2.798262451
00AQFZ,Canons,10091,210,4234,41.95818056,222,2.19998018
18UDGJ,Canonsleigh,3054,43,1198,39.22724296,27,0.884086444
00AGGG,Cantelowes,10490,80,4718,44.97616778,698,6.653956149
00BXFA,Cantril Farm,4634,7,2106,45.44669832,38,0.820025896
22UEFS,Canvey Island Central,6770,19,2769,40.90103397,31,0.457902511
22UEFT,Canvey Island East,6375,18,2673,41.92941176,21,0.329411765
22UEFU,Canvey Island North,5979,25,2626,43.92038802,26,0.434855327
22UEFW,Canvey Island South,6347,28,2629,41.42114385,33,0.519930676
22UEFX,Canvey Island West,4498,17,1829,40.66251667,42,0.933748333
22UEFY,Canvey Island Winter Gardens,7510,31,2591,34.50066578,38,0.505992011
29UQGE,Capel,2312,31,858,37.11072664,23,0.994809689
29UEGL,Capel-le-Ferne,2140,17,952,44.48598131,14,0.654205607
43UEGJ,"Capel, Leigh and Newdigate",3882,71,1602,41.26738794,28,0.721277692
38UCFW,Carfax,4573,37,1019,22.28296523,2675,58.49551717
40UFGA,Carhampton and Withycombe,1291,22,582,45.0813323,6,0.464756003
32UDFR,Carholme,7162,76,3222,44.98743368,729,10.17872103
00MWPJ,Carisbrooke East,2721,35,1061,38.99301727,13,0.477765527
00MWPK,Carisbrooke West,2937,32,1181,40.21109976,24,0.817160368
15UCGA,Carland,1903,23,786,41.30320547,25,1.313715187
30UQGK,Carleton,4159,69,1702,40.92329887,37,0.889636932
09UDGG,Carlton,2738,90,1179,43.0606282,32,1.168736304
37UCGG,Carlton,5840,64,2485,42.55136986,46,0.787671233
37UEGF,Carlton,6911,49,3097,44.81261757,59,0.853711474
42UHGC,Carlton,4720,40,1914,40.55084746,27,0.572033898
42UHGD,Carlton Colville,6612,55,2590,39.17120387,24,0.362976407
37UEGG,Carlton Hill,7204,40,3103,43.07329262,63,0.874514159
30UHGK,Carnforth,4253,33,1762,41.42957912,39,0.916999765
26UJGA,Carpenders Park,4926,58,2136,43.36175396,43,0.872919204
39UDFT,Carreg Llwyd,2764,10,1100,39.79739508,18,0.651230101
20UEGF,Carrville and Gilesgate Moor,5274,47,2342,44.40652256,123,2.332195677
00BFGF,Carshalton Central,9833,118,4112,41.81836672,89,0.905115428
00BFGG,Carshalton South and Clockhouse,9747,170,3542,36.33938648,114,1.169590643
17UFGJ,Carsington Water,1855,29,733,39.5148248,18,0.970350404
38UFGR,Carterton North East,2995,19,1025,34.22370618,10,0.333889816
38UFGS,Carterton North West,4599,54,1832,39.83474668,20,0.434877147
38UFGT,Carterton South,4211,63,1581,37.54452624,38,0.90239848
16UGHF,Cartmel,1758,22,774,44.02730375,15,0.853242321
40UDJW,Cary,5193,101,2280,43.90525708,31,0.596957443
20UEGG,Cassop-cum-Quarrington,5586,38,2463,44.09237379,113,2.022914429
00CGFF,Castle,13688,37,6238,45.57276447,670,4.894798364
00CJFD,Castle,11436,123,4709,41.17698496,142,1.2416929
00FNNL,Castle,13465,82,6004,44.58967694,3009,22.3468251
00GAPF,Castle,3153,77,1323,41.96003806,158,5.011100539
09UDGH,Castle,8259,89,3848,46.59159705,346,4.189369173
12UBFS,Castle,7244,89,2143,29.58310326,2944,40.64053009
16UDGF,Castle,5452,36,2663,48.84446075,223,4.090242113
18UDGK,Castle,3296,44,1533,46.51092233,26,0.788834951
19UGFP,Castle,1969,37,842,42.76282377,12,0.60944642
21UDFW,Castle,6091,30,3193,52.42160565,54,0.886553932
22UGGG,Castle,7032,71,3547,50.44084187,225,3.199658703
29UDGC,Castle,1316,8,567,43.08510638,3,0.227963526
29UEGM,Castle,2011,27,1121,55.74341124,14,0.696171059
29UPHP,Castle,4761,68,1808,37.97521529,102,2.142407057
30UHGL,Castle,6989,84,2933,41.96594649,525,7.511804264
32UDFS,Castle,6684,38,3191,47.74087373,220,3.29144225
34UFGB,Castle,9068,30,4647,51.24614027,382,4.212615792
34UHFS,Castle,6497,55,2786,42.88132984,57,0.877327998
36UGFZ,Castle,4112,26,2256,54.86381323,75,1.823929961
37UGGQ,Castle,5778,44,2750,47.5943233,73,1.263412946
39UDFU,Castle,2634,40,1299,49.3166287,25,0.949126803
41UKFP,Castle,6869,38,3212,46.76080943,35,0.509535595
45UHFP,Castle,7895,49,3421,43.33122229,56,0.70930969
00CRFE,Castle and Priory,11393,30,4355,38.22522602,84,0.73729483
00CTFB,Castle Bromwich,11857,90,4723,39.83301004,100,0.843383655
31UHGF,Castle Donington,6533,61,2769,42.38481555,43,0.658196847
42UDFW,Castle Hill,7528,94,3023,40.15674814,47,0.624335813
00MENE,Castle Without,6176,101,3119,50.50194301,36,0.582901554
00ETNC,Castlefields,6429,23,2981,46.36801991,69,1.073261783
39UEGE,Castlefields and Quarry,4488,37,2341,52.16131907,48,1.069518717
00DBFA,Castleford Ferry Fryston,12644,42,5197,41.10249921,52,0.411262259
00DBFB,Castleford Glasshoughton,13557,51,5705,42.08158147,55,0.405694475
00DBFC,Castleford Whitwood,12260,24,5464,44.56769984,70,0.57096248
20UDGF,Castleside,1527,10,646,42.30517354,13,0.851342502
00BQFC,Castleton,9715,69,4031,41.49253731,105,1.080802882
00CMFA,Castletown,10322,16,4320,41.85235419,48,0.465026158
20UDGG,Catchgate,3022,13,1272,42.09133024,23,0.761085374
00AZGG,Catford South,14031,106,5543,39.50538094,300,2.138122728
00BHFY,Cathall,10608,56,4191,39.50791855,329,3.101432881
47UEFR,Cathedral,7458,78,3599,48.25690534,99,1.327433628
00BEGE,Cathedrals,13115,60,5204,39.679756,1889,14.40335494
47UBGA,Catshill,4428,37,1734,39.1598916,37,0.835591689
30UQGL,Catterall,2324,33,887,38.16695353,16,0.688468158
36UEGH,Catterick,2743,31,1001,36.492891,9,0.328107911
33UGFT,Catton Grove,9148,43,4170,45.58373415,70,0.765194578
09UDGJ,Cauldwell,8656,63,3203,37.00323475,186,2.148798521
37UGGR,Caunton,2129,44,889,41.75669328,13,0.610615312
00ASGK,Cavendish,11239,95,4420,39.32734229,85,0.756295044
42UFGQ,Cavendish,1845,26,788,42.7100271,4,0.216802168
38UBGZ,Caversfield,2899,35,1027,35.42600897,23,0.793377027
00MCMT,Caversham,9265,67,4027,43.46465192,84,0.906637885
41UHGP,Caverswall,1707,12,652,38.19566491,14,0.820152314
36UHGS,Cawood with Wistow,3789,45,1553,40.98706783,24,0.63341251
39UFGL,Caynham with Ashford,1221,33,508,41.60524161,9,0.737100737
36UGGA,Cayton,4161,43,1880,45.18144677,19,0.456621005
00AMGB,Cazenove,10500,100,3783,36.02857143,440,4.19047619
22UEFZ,Cedar Hall,5641,38,2410,42.72292147,34,0.602730012
41UHGQ,Cellarhead,3342,17,1357,40.60442849,18,0.538599641
00BLFG,Central,10713,45,4668,43.57322879,194,1.810883973
00BNFK,Central,11689,42,6188,52.93866028,1846,15.79262555
00CCFD,Central,10439,38,4735,45.35875084,194,1.858415557
00CEFH,Central,10185,34,4887,47.98232695,90,0.88365243
00CFFH,Central,8004,30,3511,43.86556722,95,1.186906547
00CMFB,Central,12398,23,4486,36.18325536,1921,15.49443459
00EHND,Central,3611,13,1744,48.29687067,41,1.135419551
00GAPG,Central,2503,38,1279,51.09868158,56,2.237315222
00HNMY,Central,7955,54,4184,52.59585167,1028,12.92269013
00HXNA,Central,8780,59,4126,46.99316629,83,0.945330296
00JANE,Central,8762,87,3278,37.41154987,142,1.620634558
00MDMS,Central,10083,87,3285,32.57958941,326,3.233164733
11UCGQ,Central,4086,78,1642,40.18600098,44,1.076847773
13UEFW,Central,3790,8,1683,44.40633245,26,0.686015831
16UCFQ,Central,5585,15,2546,45.58639212,21,0.376007162
21UGGF,Central,4947,35,2700,54.57853244,45,0.909642207
23UFGQ,Central,1685,17,776,46.05341246,21,1.246290801
26UKFP,Central,6577,39,3051,46.38893112,99,1.505245553
29UGFW,Central,6286,61,2618,41.6481069,71,1.129494114
30UFGB,Central,4227,51,2116,50.0591436,36,0.85166785
30UGFX,Central,4839,22,1598,33.02335193,80,1.653234139
32UBFT,Central,1699,7,884,52.03060624,11,0.64743967
34UBFN,Central,5413,32,2256,41.67744319,28,0.517273231
35UGFX,Central,3907,11,1710,43.76759662,30,0.767852572
36UGGB,Central,4697,17,1994,42.45262934,75,1.596763892
45UHFQ,Central,7467,32,4054,54.2922191,88,1.178518816
47UDFQ,Central,5455,47,2194,40.21998167,64,1.173235564
00BQFD,Central and Falinge,9469,48,4004,42.2853522,198,2.0910339
33UDGC,Central and Northgate,7179,30,3277,45.64702605,44,0.612898732
29UNGJ,Central Harbour,7550,55,3442,45.58940397,79,1.046357616
00MLNE,Central Hove,8268,33,5052,61.1030479,247,2.987421384
00MWPL,Central Rural,2773,52,1111,40.06491165,28,1.009736747
00MAMZ,Central Sandhurst,5295,72,2168,40.94428706,44,0.830972616
00MRMQ,Central Southsea,14125,67,5944,42.08141593,1872,13.25309735
21UDFX,Central St Leonards,5775,27,3473,60.13852814,75,1.298701299
18UEGN,Central Town,4574,28,2299,50.26235243,25,0.546567556
46UCHH,Cepen Park,5124,57,1967,38.38797814,22,0.429352069
42UBGP,Chadacre,1945,34,791,40.66838046,13,0.668380463
00BPFB,Chadderton Central,10784,95,4486,41.59866469,108,1.00148368
00BPFC,Chadderton North,10269,79,4285,41.72752946,91,0.886162236
00BPFD,Chadderton South,10061,44,4177,41.51674784,89,0.884603916
00FKND,Chaddesden,13178,64,5426,41.17468508,76,0.576718774
38UFGU,Chadlington and Churchill,1938,65,779,40.19607843,9,0.464396285
41UDGM,Chadsmead,3661,24,1490,40.6992625,25,0.682873532
00BCGB,Chadwell,11030,56,4436,40.2175884,151,1.368993654
00ABGA,Chadwell Heath,9299,32,3990,42.90783955,88,0.946338316
00KGMZ,Chadwell St Mary,9631,29,3936,40.86803032,39,0.404942374
00KGNA,Chafford and North Stifford,5618,23,2211,39.35564258,26,0.462798149
18ULGC,Chagford,1470,29,681,46.32653061,6,0.408163265
21UFGH,Chailey and Wivelsfield,4684,124,1780,38.00170794,30,0.640478224
43UKGA,Chaldon,1821,30,638,35.03569467,13,0.713893465
00MWPM,"Chale, Niton and Whitwell",2699,39,1211,44.8684698,24,0.889218229
11UCGR,Chalfont Common,4545,95,1432,31.50715072,291,6.402640264
11UCGS,Chalfont St Giles,6696,211,2695,40.2479092,70,1.045400239
23UFGR,Chalford,6276,110,2612,41.61886552,57,0.908221797
38UDGP,Chalgrove,2909,34,1089,37.43554486,19,0.653145411
29UGFX,Chalk,2214,19,950,42.90876242,21,0.948509485
46UDGW,Chalke Valley,1922,69,799,41.57127992,13,0.676378772
00KFMR,Chalkwell,9207,132,4065,44.15118931,99,1.075268817
29UMGF,Chalkwell,5299,34,2178,41.10209473,39,0.735987922
00KAMW,Challney,11819,103,4488,37.97275573,187,1.582198156
00MDMT,Chalvey,7412,65,2831,38.19481921,170,2.293577982
45UFGF,Chanctonbury,7681,159,3141,40.89311288,63,0.820205702
24UDFY,Chandler's Ford East,4851,54,1969,40.58956916,43,0.886415172
24UDFZ,Chandler's Ford West,5296,57,2204,41.6163142,53,1.000755287
45UFGG,Chantry,8751,190,3809,43.52645412,53,0.605645069
00DAFG,Chapel Allerton,18206,103,7949,43.6614303,417,2.290453697
17UHGG,Chapel East,2046,24,845,41.30009775,17,0.830889541
00BHFZ,Chapel End,11098,49,4443,40.0342404,197,1.775094612
00CGFG,Chapel Green,23082,147,9436,40.88033966,177,0.766831297
32UCHF,Chapel St Leonards,4613,24,2105,45.63190982,18,0.390201604
17UHGH,Chapel West,4370,47,1776,40.64073227,32,0.732265446
40UDJX,Chard Avishayes,2359,21,959,40.65281899,7,0.296735905
40UDJY,Chard Combe,2061,17,935,45.36632703,8,0.388161087
40UDJZ,Chard Crimchard,2755,22,1121,40.68965517,12,0.435571688
40UDKA,Chard Holyrood,2436,20,1131,46.42857143,13,0.533661741
40UDKB,Chard Jocelyn,2397,15,1048,43.72131831,8,0.333750521
00HDNZ,Charfield,3689,53,1281,34.72485769,22,0.596367579
47UBGB,Charford,5174,24,2171,41.95979899,33,0.637804407
29UBHF,Charing,2284,26,1021,44.70227671,13,0.569176883
38UFGW,Charlbury and Finstock,3777,95,1598,42.30871062,39,1.032565528
00CSFD,Charlemont,11230,59,4773,42.50222618,118,1.050756901
00MRMR,Charles Dickens,15256,36,6152,40.32511799,703,4.608023073
00BNFL,Charlestown,10779,38,5015,46.52565173,121,1.122553113
00ALGR,Charlton,12608,70,5652,44.8286802,358,2.839467005
24UNGJ,Charlton,2051,28,834,40.66309118,8,0.390053632
23UBFT,Charlton Kings,5514,96,2322,42.11099021,70,1.269495829
23UBFU,Charlton Park,4816,128,2166,44.97508306,64,1.328903654
00EFMC,Charltons,4812,19,2038,42.3524522,42,0.872817955
43UEGK,Charlwood,2027,27,826,40.74987667,13,0.641341885
19UHHB,Charminster and Cerne Valley,3731,63,1608,43.09836505,37,0.991691236
19UHHC,Charmouth,1687,23,777,46.05809129,11,0.65204505
30UNGD,Charnock,3352,23,1442,43.01909308,18,0.53699284
00FNNM,Charnwood,10664,57,4185,39.24418605,215,2.016129032
18UGGQ,Charterlands,1972,31,823,41.73427992,21,1.064908722
29UCGF,Chartham and Stone Street,4941,101,2011,40.7002631,57,1.153612629
41UGGK,Chartley,1726,52,707,40.9617613,15,0.869061414
00MFNE,Charvil,2990,60,1076,35.98662207,22,0.735785953
00ASGL,Charville,11429,65,4302,37.64108846,134,1.172456033
00AKGN,Chase,12531,80,5388,42.99736653,180,1.436437635
34UGGR,Chase,3242,51,1341,41.36335595,15,0.46267736
47UCHT,Chase,6193,93,2644,42.69336347,86,1.388664621
41UDGN,Chase Terrace,5068,32,2005,39.56195738,35,0.690607735
41UDGP,Chasetown,3581,27,1469,41.02206088,20,0.558503211
30ULGF,Chatburn,1324,13,554,41.8429003,11,0.83081571
00AMGC,Chatham,10728,48,4761,44.37919463,515,4.800521999
00LCNN,Chatham Central,14663,80,6070,41.39671281,178,1.213939849
17UFGK,Chatsworth,1692,42,772,45.62647754,18,1.063829787
00BEGF,Chaucer,13058,69,5161,39.52366365,1638,12.54403431
33UFGR,Chaucer,2347,30,1027,43.75798892,14,0.596506178
26UCGS,Chaulden & Shrubhill,5135,65,2055,40.0194742,40,0.778967868
00BSFD,Cheadle,14261,209,6105,42.80905967,193,1.35334128
00BSFE,Cheadle Hulme North,14690,153,6313,42.9748128,184,1.252552757
00BSFF,Cheadle Hulme South,14262,211,5669,39.74898331,160,1.121862291
41UHGR,Cheadle North East,3581,11,1436,40.10053058,21,0.586428372
41UHGS,Cheadle South East,3664,26,1514,41.3209607,18,0.491266376
41UHGT,Cheadle West,4921,46,1940,39.42288153,40,0.812842918
00BFGH,Cheam,9695,206,3805,39.24703455,90,0.928313564
41UHGU,Checkley,5402,54,2111,39.07811922,57,1.055164754
42UFGR,Chedburgh,2175,45,857,39.40229885,8,0.367816092
40UCGY,Cheddar and Shipham,6115,107,2646,43.27064595,51,0.834014718
11UBGZ,Cheddington,3243,40,1241,38.26703669,24,0.740055504
41UHGW,Cheddleton,4474,50,1768,39.51721055,30,0.670540903
33UHHA,Chedgrave and Thurton,2611,30,1029,39.41018767,33,1.26388357
23UCGS,Chedworth,1655,62,686,41.45015106,12,0.725075529
00BNFM,Cheetham,12846,60,4848,37.73937412,454,3.534174062
13UGGS,Chelford,2597,72,1041,40.08471313,21,0.808625337
00GLND,Chell and Packmoor,11803,30,4737,40.13386427,72,0.610014403
00FKNE,Chellaston,12153,133,5107,42.02254587,80,0.658273677
26UHFS,Chells,6163,27,2446,39.68846341,41,0.665260425
22UFGH,Chelmer Village and Beaulieu Park,8406,67,3558,42.32690935,57,0.678087081
22UFGJ,Chelmsford Rural West,2695,40,1103,40.92764378,25,0.927643785
00CTFC,Chelmsley Wood,10927,26,4558,41.71318752,78,0.713828132
00AFGH,Chelsfield and Pratts Bottom,14068,175,5543,39.40147853,121,0.860108047
24UPGM,Cheriton and Bishops Sutton,2138,64,833,38.9616464,32,1.496725912
12UBFT,Cherry Hinton,8303,94,3546,42.70745514,119,1.43321691
32UHGF,Cherry Willingham,3761,36,1608,42.75458655,26,0.691305504
00BXFB,Cherryfield,5823,13,2475,42.50386399,61,1.047569981
43UGFS,Chertsey Meads,5359,40,2350,43.85146483,42,0.783728308
43UGFU,Chertsey South and Row Town,5227,50,2079,39.77424909,24,0.459154391
43UGFT,Chertsey St Ann's,5483,40,2397,43.71694328,40,0.729527631
11UCGT,Chesham Bois and Weedon Hill,4921,186,1877,38.14265393,63,1.280227596
26UBFS,Cheshunt Central,7172,48,3043,42.42889013,55,0.766871166
26UBFT,Cheshunt North,7444,35,2994,40.22031166,46,0.61794734
19UHHD,Chesil Bank,2118,54,915,43.20113314,20,0.944287063
41UFHP,Cheslyn Hay North and Saredon,4221,28,1658,39.27979152,30,0.710732054
41UFHQ,Cheslyn Hay South,4017,43,1491,37.11725168,42,1.045556385
00AXGB,Chessington North and Hook,8721,62,3417,39.18128655,90,1.031991744
00AXGC,Chessington South,9488,76,3865,40.7356661,76,0.801011804
20UBFU,Chester Central,2670,6,1205,45.13108614,12,0.449438202
20UBFW,Chester East,3348,29,1484,44.32497013,32,0.955794504
20UBFX,Chester North,4655,39,2051,44.06015038,39,0.837808808
20UBFY,Chester South,3236,22,1498,46.29171817,27,0.834363412
20UBFZ,Chester West,3456,12,1505,43.5474537,19,0.549768519
41UEGD,Chesterton,7111,26,2791,39.24905077,66,0.928139502
29UCGG,Chestfield and Swalecliffe,7916,79,3507,44.30267812,64,0.808489136
12UCFX,Cheveley,3901,86,1665,42.68136375,28,0.717764676
46UBGQ,Cheverell,1980,34,664,33.53535354,14,0.707070707
35UEFY,Chevington,3223,16,1001,31.05802048,25,0.775674837
35UCFW,Cheviot,934,28,422,45.18201285,7,0.749464668
00HANU,Chew Valley North,2307,64,911,39.48851322,25,1.083658431
00HANW,Chew Valley South,2254,46,887,39.35226264,24,1.064773736
00CQFC,Cheylesmore,13983,121,6300,45.05470929,429,3.068011156
45UDGQ,Chichester East,7004,66,3252,46.43061108,258,3.683609366
45UDGR,Chichester North,5849,106,2521,43.10138485,271,4.633270645
45UDGS,Chichester South,6339,65,2844,44.86512068,162,2.55560814
45UDGT,Chichester West,4539,35,2191,48.27054417,113,2.48953514
19UHHE,Chickerell,5282,40,2262,42.82468762,26,0.492237789
43ULGJ,Chiddingfold and Dunsfold,3812,136,1484,38.9296957,32,0.839454355
21UHGP,Chiddingly and East Hoathly,2727,66,1037,38.02713605,22,0.806747341
19UHHF,Chideock and Symondsbury,1706,33,793,46.48300117,8,0.468933177
00MBNQ,Chieveley,2710,56,921,33.98523985,41,1.512915129
22UHGL,Chigwell Row,2161,27,855,39.5650162,34,1.573345673
22UHGM,Chigwell Village,3937,86,1454,36.93167386,65,1.651003302
40UBGP,Chilcompton,2029,27,755,37.2104485,15,0.739280434
00ACFZ,Childs Hill,17261,332,6851,39.69063206,884,5.121371879
00BYFH,Childwall,16461,155,6393,38.83725169,596,3.620679181
09UEGF,Chiltern,4514,81,1810,40.09747452,41,0.908285335
